"","iso3","ln_y","growth","hc","gvmnt_c","gcf","ext_bal","trade","inflation","fem_emp","tot_emp","inf_mort","lexp","tfr","age_dep_old","age_dep_young","urban","yrsoffc","military","competitiveness_leg","competitiveness_exec","parliamentary","presidential","voice","stability","effectiveness","regulation","law","corruption"
"1","ALB",-0.862508090352519,0.088200949423435,0.737271359711239,0.686528679748169,-2.13563804647217,-5.08681113753773,0.529668644626389,0.935866147013127,-0.0335632221545451,-0.189349291457994,-0.179124728935346,0.45883454326651,-0.254874862051338,-0.291195316411185,-0.101618307877128,-0.757756033088921,0.0645666708849722,-0.436617107406757,0.0800449456709208,0.0832123313302047,1.31300284875404,-1.09120978529255,-0.868168182322123,-0.430940213904687,-0.989633066543164,-0.706179474724133,-1.03066791163688,-1.14740126135617
"2","ARG",0.101801524054573,0.0365837202899264,0.49786126288505,-2.31941011877666,-0.644601818236793,0.127944898937687,-1.29014800842967,-0.171190508411168,-0.45157979124189,-0.320344324754161,-0.456908049919373,0.46730666461705,-0.228618201447598,0.57547453340315,-0.256916198794731,1.372024875018,-0.502607222379097,-0.436617107406757,0.0800449456709208,0.0832123313302047,-0.758212912660786,0.912322935244589,0.226188836373991,0.0314808691221918,0.0696689312571915,0.44486381466364,-0.0587879535235626,-0.33424359359266
"3","ARM",-0.543754791751265,0.0102398390818403,1.14757119540901,0.482610760661671,-2.59824632284627,-1.24681783728573,0.55259074022697,2.42175212861867,0.169297735762744,-0.282917070403042,0.00129124242541353,0.0698155477942466,-0.52200784384591,-0.15001457079841,-0.338308841821392,0.496956919534704,-0.644400695695114,-0.436617107406757,0.0726019951394612,0.0683245020826281,-0.758212912660786,0.912322935244589,-0.845394952345539,-0.520832494401098,-0.60034909772877,-0.627040582079115,-0.58862590410928,-0.574930308682304
"4","AUS",1.19943526371824,0.0308107238608148,1.60627014472686,0.545625800316259,0.0906058635124568,0.247972146959152,-0.897243725473749,-0.219476477607466,0.120119357252642,-0.114495139688501,-0.917971087841314,0.985275848005522,-0.813685095335284,0.854950755862811,-0.975074038384615,1.2883462900376,-0.786194169011131,-0.436617107406757,0.0800449456709208,0.0832123313302047,1.31300284875404,-1.09120978529255,1.44153082721619,1.3635298635845,1.44600123911604,1.12046208841266,1.57480168581562,1.60866716335526
"5","AUT",1.20149434336632,0.0288090504536861,0.435907010731802,0.4304023048933,0.604169488074221,0.144590778009805,-0.158343135356326,-0.210496104459821,-0.101183463293299,-0.254846808106073,-0.906516105532695,0.83524381523447,-1.02944634986167,1.61952730250672,-1.27525412839118,0.451306355461388,-0.077226802431045,-0.436617107406757,0.0800449456709208,0.0832123313302047,1.31300284875404,-1.09120978529255,1.4698200365337,1.36119626389396,1.64229495550485,1.49634569212612,1.70795001200371,1.65227534987231
"6","BDI",-1.771407992091,-0.0101502503531186,-1.83788983146793,0.606936514137501,-1.43068069004331,-1.19794432810328,-0.788728853495351,-0.201543892220013,2.34544315396892,2.41183453489504,1.89136332334766,-1.86704173326774,2.36964960438337,-0.80402928836891,1.88351017247315,-2.05409654089257,-0.219020275747062,2.28011156090195,0.035387242482163,0.0087731850923219,-0.758212912660786,0.912322935244589,-1.902977575455,-2.27269210689586,-1.90524626851424,-2.09187119575745,-1.81708509226942,-1.42313130195687
"7","BEL",1.19048124930107,0.0290395887076974,0.901608622262627,0.887340811046308,0.123447720755334,0.384265769634189,0.832989073105612,-0.210750183460945,-0.599115161273191,-1.05017292913898,-0.89219737764692,0.886582901448314,-0.949534774111156,1.78185770786838,-1.20355852701469,1.75315203332954,0.631740564149041,-0.436617107406757,0.0800449456709208,0.0832123313302047,1.31300284875404,-1.09120978529255,1.44175712698751,1.2392613774359,1.59982349913816,1.07593892260142,1.21643101417926,1.07883728305159
"8","BEN",-1.3623237034065,0.0285161111940505,-1.70859603004583,-0.020158984646099,-1.04402455437846,-0.474986122823087,-0.393601264361028,-0.212609800139802,0.753291537510055,1.31709180678418,1.84554339411318,-1.23025655692665,1.87762261654807,-0.762751555196754,1.41092748194758,-0.817974124102145,-0.786194169011131,-0.436617107406757,0.0800449456709208,0.0832123313302047,-0.758212912660786,0.912322935244589,0.041693114265106,0.98387637964193,-0.60034909772877,-0.461271298614572,-0.285294132217366,-0.999030846709389
"9","BGD",-1.19555541279381,0.00207081855761428,-1.34643552179696,-2.05386166789965,-0.566484867727081,-0.0949146320932884,-1.17910822937092,-0.214672343080057,0.87009039165992,1.42937285597204,1.52766763504898,-0.712120931751819,0.475174462126565,-0.843609745215785,0.791930879777672,-1.46237545388289,-0.786194169011131,-0.436617107406757,0.0800449456709208,0.0832123313302047,1.31300284875404,-1.09120978529255,-0.209555989602489,-0.614940834699894,-0.916675475010953,-1.41532753381889,-1.05941771786942,-0.815986041462694
"10","BGR",0.234519795707736,0.00971504150844353,0.642604700721247,0.804622895861997,-0.231536835010574,-0.168558193261711,0.530674128271446,0.050711363684495,0.120119357252642,-0.732042694885471,-0.562866636274105,0.419772296984259,-1.00661447107581,1.43564123176948,-1.10567798077677,0.504494767776865,-0.644400695695114,-0.436617107406757,0.0800449456709208,0.0832123313302047,-0.758212912660786,-1.09120978529255,0.309219470036381,-0.200077995838875,-0.503774127971796,-0.370475799566194,-0.553746290321988,-0.855554803910963
